2022-04-05 09:46:13,17B58F5B,0,0,0,0,0,0,0.000000,0.000000,37.545292,126.952576,0.000000,44.500000,0,0,0,0
2022-04-05 09:46:13,17B58F5B,0,0,0,0,0,0,0.000000,0.000000,37.545292,126.952576,0.000000,44.500000,0,0,0,0
2022-04-05 09:46:13,17B58F5B,0,0,0,0,0,0,0.000000,0.000000,37.545292,126.952576,0.000000,44.500000,0,0,0,0
2022-04-05 09:46:13,17B58F5B,-567,-128,16292,0,0,1,0.000000,-1.000000,37.545292,126.952576,0.000000,44.500000,0,0,0,0
2022-04-05 09:46:13,17B58F5B,-560,-130,16287,0,0,1,0.000000,-1.000000,37.545292,126.952576,0.000000,44.500000,0,0,0,0
2022-04-05 09:46:13,17B58F5B,-560,-130,16287,0,0,1,0.000000,-1.000000,37.545292,126.952576,0.000000,44.500000,0,0,0,0
2022-04-05 09:46:13,17B58F5B,-802,56,16293,0,0,1,0.000000,-1.000000,37.545292,126.952576,0.000000,44.500000,0,0,0,0
2022-04-05 09:46:13,17B58F5B,-616,-82,16291,0,0,1,0.000000,-1.000000,37.545292,126.952576,0.000000,44.500000,0,0,0,0
2022-04-05 09:46:13,17B58F5B,-483,-151,16283,0,0,1,0.000000,-1.000000,37.545292,126.952576,0.000000,44.500000,0,0,0,0
2022-04-05 09:46:13,17B58F5B,-741,7,16289,0,0,1,0.000000,-1.000000,37.545292,126.952576,0.000000,44.500000,0,0,0,0
2022-04-05 09:46:13,17B58F5B,-674,-60,16292,0,0,1,0.000000,-1.000000,37.545292,126.952576,0.000000,44.500000,0,0,0,0
2022-04-05 09:46:14,17B58F5B,-565,-72,16292,0,0,1,0.000000,-1.000000,37.545292,126.952576,0.000000,44.500000,0,0,0,0
2022-04-05 09:46:14,17B58F5B,-709,-20,16295,0,0,1,0.000000,-1.000000,37.545292,126.952576,0.000000,44.500000,0,0,0,0
2022-04-05 09:46:14,17B58F5B,-723,-1,16291,0,0,1,0.000000,-1.000000,37.545292,126.952576,0.000000,44.500000,0,0,0,0
2022-04-05 09:46:14,17B58F5B,-653,-65,16290,0,0,1,0.000000,-1.000000,37.545292,126.952576,0.000000,44.500000,0,0,0,0
2022-04-05 09:46:14,17B58F5B,-608,-96,16290,0,0,1,0.000000,-1.000000,37.545292,126.952576,0.000000,44.500000,0,0,0,0
2022-04-05 09:46:14,17B58F5B,-608,-96,16290,0,0,1,0.000000,-1.000000,37.545292,126.952576,0.000000,44.500000,0,0,0,0
2022-04-05 09:46:14,17B58F5B,-683,-33,16296,0,0,1,0.000000,-1.000000,37.545292,126.952576,0.000000,44.500000,0,0,0,0
2022-04-05 09:46:14,17B58F5B,-601,-74,16299,0,23,19,0.000000,-1.000000,37.545292,126.952576,0.000000,44.500000,0,0,0,0
2022-04-05 09:46:14,17B58F5B,-4676,813,20689,4792,3297,1655,0.000000,-3.000000,37.545292,126.952576,0.000000,44.500000,0,0,0,0
2022-04-05 09:46:14,17B58F5B,-4676,813,20689,4792,3297,1655,-1.000000,-5.000000,37.545292,126.952576,0.000000,44.500000,0,0,0,0
2022-04-05 09:46:14,17B58F5B,286,2244,18146,137,-6080,-525,-9.000000,-3.000000,37.545292,126.952576,0.000000,44.500000,0,0,0,0
2022-04-05 09:46:14,17B58F5B,3137,-1288,22814,-4297,-6345,2540,-6.000000,4.000000,37.545292,126.952576,0.000000,44.500000,0,0,0,0
2022-04-05 09:46:14,17B58F5B,12098,-8760,28105,-12601,-12292,3688,9.000000,18.000000,37.545292,126.952576,0.000000,44.500000,0,0,0,0
2022-04-05 09:46:14,17B58F5B,20947,-11068,22535,-14530,-15291,2692,31.000000,32.000000,37.545292,126.952576,0.000000,44.500000,0,0,0,0
2022-04-05 09:46:14,17B58F5B,20541,-8431,11003,-11972,-15172,2056,60.000000,43.000000,37.545292,126.952576,0.000000,44.500000,0,0,0,0
2022-04-05 09:46:14,17B58F5B,14208,-5135,4649,-7081,-12002,4438,66.000000,46.000000,37.545292,126.952576,0.000000,44.500000,0,0,0,0
2022-04-05 09:46:14,17B58F5B,10657,-5741,4251,-6144,-10367,5108,76.000000,48.000000,37.545292,126.952576,0.000000,44.500000,0,1,0,0
2022-04-05 09:46:14,17B58F5B,705,-7002,-2043,-320,-6123,1149,126.000000,52.000000,37.545292,126.952576,0.000000,44.500000,0,1,0,0
2022-04-05 09:46:14,17B58F5B,-328,-8881,-3257,36,-3763,1554,136.000000,52.000000,37.545292,126.952576,0.000000,44.500000,0,1,0,0
2022-04-05 09:46:14,17B58F5B,2516,-11012,-6939,-1834,-3799,-651,146.000000,51.000000,37.545292,126.952576,0.000000,44.500000,0,1,0,0
2022-04-05 09:46:15,17B58F5B,133,-11669,-6721,-4032,-3202,-4537,151.000000,47.000000,37.545292,126.952576,0.000000,44.500000,0,1,0,0
2022-04-05 09:46:15,17B58F5B,-82,-11804,-8384,-5458,-2752,-3189,153.000000,40.000000,37.545292,126.952576,0.000000,44.500000,0,1,0,0
2022-04-05 09:46:15,17B58F5B,-953,-4765,-12388,-6249,-4168,-1949,159.000000,28.000000,37.545292,126.952576,0.000000,44.500000,0,1,0,0
2022-04-05 09:46:15,17B58F5B,-311,-7540,-10330,-7449,-2180,-5827,161.000000,19.000000,37.545292,126.952576,0.000000,44.500000,0,1,0,0
2022-04-05 09:46:15,17B58F5B,450,-2029,-12311,-7887,659,-4514,160.000000,10.000000,37.545292,126.952576,0.000000,44.500000,0,1,0,0
2022-04-05 09:46:15,17B58F5B,1668,386,-14951,-8135,1365,-2715,160.000000,10.000000,37.545292,126.952576,0.000000,44.500000,0,1,0,0
2022-04-05 09:46:15,17B58F5B,1668,386,-14951,-8135,1365,-2715,160.000000,10.000000,37.545292,126.952576,0.000000,44.500000,0,1,0,0
2022-04-05 09:46:15,17B58F5B,1668,386,-14951,-8135,1365,-2715,160.000000,10.000000,37.545292,126.952576,0.000000,44.500000,0,1,0,0
2022-04-05 09:46:15,17B58F5B,1668,386,-14951,-8135,1365,-2715,160.000000,10.000000,37.545292,126.952576,0.000000,44.500000,0,1,0,0
2022-04-05 09:46:15,17B58F5B,2505,15956,-3628,-4390,1253,-648,18.000000,-63.000000,37.545292,126.952576,0.000000,44.500000,0,0,0,0
2022-04-05 09:46:15,17B58F5B,2167,16143,-3130,-1950,968,-764,20.000000,-59.000000,37.545292,126.952576,0.000000,44.500000,0,0,0,0
2022-04-05 09:46:15,17B58F5B,2414,16265,-3120,-819,248,-811,22.000000,-58.000000,37.545292,126.952576,0.000000,44.500000,0,0,0,0
2022-04-05 09:46:15,17B58F5B,2414,16265,-3120,-819,248,-811,22.000000,-58.000000,37.545292,126.952576,0.000000,44.500000,0,0,0,0
2022-04-05 09:46:15,17B58F5B,3526,17783,-2628,959,-2407,468,19.000000,-57.000000,37.545292,126.952576,0.000000,44.500000,0,0,0,0
2022-04-05 09:46:15,17B58F5B,2097,14576,-5386,3402,-938,-657,18.000000,-64.000000,37.545292,126.952576,0.000000,44.500000,0,0,0,0
2022-04-05 09:46:15,17B58F5B,1427,14323,-6129,2576,-1415,-342,33.000000,-72.000000,37.545292,126.952576,0.000000,44.500000,0,0,0,0
2022-04-05 09:46:15,17B58F5B,1791,13963,-7307,2088,-1865,179,45.000000,-78.000000,37.545292,126.952576,0.000000,44.500000,0,1,0,0
2022-04-05 09:46:15,17B58F5B,1606,13679,-7857,1220,-1021,-137,58.000000,-80.000000,37.545292,126.952576,0.000000,44.500000,0,1,0,0
2022-04-05 09:46:15,17B58F5B,1278,13486,-8234,589,-99,-400,70.000000,-81.000000,37.545292,126.952576,0.000000,44.500000,0,1,0,0
2022-04-05 09:46:15,17B58F5B,1296,13742,-8280,19,409,-517,72.000000,-81.000000,37.545292,126.952576,0.000000,44.500000,0,1,0,0
2022-04-05 09:46:16,17B58F5B,1177,13789,-8217,-62,178,-386,73.000000,-80.000000,37.545292,126.952576,0.000000,44.500000,0,1,0,0
2022-04-05 09:46:16,17B58F5B,1067,14337,-8074,-184,39,-600,67.000000,-81.000000,37.545292,126.952576,0.000000,44.500000,0,1,0,0
2022-04-05 09:46:16,17B58F5B,879,15169,-7834,-51,-90,-723,58.000000,-81.000000,37.545292,126.952576,0.000000,44.500000,0,1,0,0
2022-04-05 09:46:16,17B58F5B,251,14789,-8000,0,-513,-591,67.000000,-81.000000,37.545292,126.952576,0.000000,44.500000,0,1,0,0
2022-04-05 09:46:16,17B58F5B,190,14796,-8065,4,-501,-566,73.000000,-81.000000,37.545292,126.952576,0.000000,44.500000,0,1,0,0
2022-04-05 09:46:16,17B58F5B,-476,14346,-8126,47,-132,-528,82.000000,-81.000000,37.545292,126.952576,0.000000,44.500000,0,1,0,0
2022-04-05 09:46:16,17B58F5B,-501,14673,-7970,38,18,-350,80.000000,-81.000000,37.545292,126.952576,0.000000,44.500000,0,1,0,0
2022-04-05 09:46:16,17B58F5B,-693,14895,-8034,82,112,-390,81.000000,-81.000000,37.545292,126.952576,0.000000,44.500000,0,1,0,0
2022-04-05 09:46:16,17B58F5B,-532,14869,-8233,2,164,-572,85.000000,-81.000000,37.545292,126.952576,0.000000,44.500000,0,1,0,0
2022-04-05 09:46:16,17B58F5B,-783,14874,-8166,-26,239,-839,87.000000,-80.000000,37.545292,126.952576,0.000000,44.500000,0,1,0,0
2022-04-05 09:46:16,17B58F5B,-1136,14604,-8188,-145,526,-1169,92.000000,-79.000000,37.545292,126.952576,0.000000,44.500000,0,1,0,0
2022-04-05 09:46:16,17B58F5B,-1803,14531,-8064,-204,532,-1435,94.000000,-78.000000,37.545292,126.952576,0.000000,44.500000,0,1,0,0
2022-04-05 09:46:16,17B58F5B,-2120,14609,-7996,-72,91,-789,95.000000,-77.000000,37.545292,126.952576,0.000000,44.500000,0,1,0,0
2022-04-05 09:46:16,17B58F5B,-2770,14474,-7856,95,-357,-479,98.000000,-77.000000,37.545292,126.952576,0.000000,44.500000,0,1,0,0
2022-04-05 09:46:16,17B58F5B,-2886,14407,-7971,149,-156,-273,102.000000,-77.000000,37.545292,126.952576,0.000000,44.500000,0,1,0,0
2022-04-05 09:46:16,17B58F5B,-2671,14497,-8141,99,-34,-185,104.000000,-76.000000,37.545292,126.952576,0.000000,44.500000,0,1,0,0
2022-04-05 09:46:16,17B58F5B,-3005,14554,-8120,23,72,-367,105.000000,-76.000000,37.545292,126.952576,0.000000,44.500000,0,1,0,0
2022-04-05 09:46:16,17B58F5B,-2905,14569,-8356,-105,157,-351,106.000000,-76.000000,37.545292,126.952576,0.000000,44.500000,0,1,0,0
2022-04-05 09:46:16,17B58F5B,-2881,14330,-8333,-263,161,-502,106.000000,-75.000000,37.545292,126.952576,0.000000,44.500000,0,1,0,0
2022-04-05 09:46:16,17B58F5B,-3459,14006,-8039,-418,150,-506,106.000000,-75.000000,37.545292,126.952576,0.000000,44.500000,0,1,0,0
2022-04-05 09:46:17,17B58F5B,-3586,14219,-7873,-392,73,32,103.000000,-75.000000,37.545292,126.952576,0.000000,44.500000,0,1,0,0
2022-04-05 09:46:17,17B58F5B,-3197,13999,-7557,-226,-88,656,99.000000,-75.000000,37.545292,126.952576,0.000000,44.500000,0,1,0,0
